direct-end,1007
organicsearch-end,535
brandedpaid-end,252
direct-direct-end,222
organicsearch-direct-end,139
organicsearch-end,90
direct-direct-direct-end,87
nonbrandpaid-end,83
brandedpaid-direct-end,67
yelp-end,62
organicsearch-organicsearch-end,45
referral-end,44
brandedpaid-brandedpaid-end,39
direct-direct-direct-direct-end,32
organicsearch-direct-direct-end,32
direct-organicsearch-end,29
nonbrandpaid-direct-end,23
organicsearch-direct-end,19
yelp-direct-end,19
brandedpaid-organicsearch-end,19
organicsearch-organicsearch-direct-end,18
nonbrandpaid-organicsearch-end,17
organicsearch-end,16
organicsearch-brandedpaid-end,15
yelp-organicsearch-end,13
organicsearch-organicsearch-organicsearch-end,13
brandedpaid-direct-direct-end,13
direct-brandedpaid-end,12
organicsearch-organicsearch-end,11
brandedpaid-brandedpaid-direct-end,10
nonbrandpaid-nonbrandpaid-end,10
organicsearch-organicsearch-end,9
direct-direct-direct-direct-direct-end,9
organicsearch-direct-direct-direct-end,9
direct-direct-direct-direct-direct-direct-end,7
organicsearch-direct-organicsearch-end,7
brandedpaid-direct-organicsearch-end,7
nonbrandpaid-direct-direct-end,7
nonbrandpaid-brandedpaid-end,7
organicsearch-direct-direct-end,6
brandedpaid-direct-direct-direct-end,6
brandedpaid-organicsearch-direct-end,6
direct-direct-organicsearch-end,5
direct-nonbrandpaid-end,5
referral-direct-end,5
organicsearch-brandedpaid-direct-end,5
brandedpaid-brandedpaid-brandedpaid-end,5
direct-direct-direct-direct-direct-direct-direct-end,4
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,4
direct-referral-end,4
direct-organicsearch-direct-end,4
Angies-end,4
yelp-direct-direct-end,4
referral-direct-direct-end,4
referral-organicsearch-end,4
organicsearch-yelp-end,4
organicsearch-organicsearch-end,4
organicsearch-organicsearch-direct-direct-direct-end,4
organicsearch-direct-end,4
nonbrandpaid-nonbrandpaid-organicsearch-end,4
direct-direct-direct-direct-direct-direct-direct-direct-end,3
direct-direct-direct-direct-direct-direct-direct-direct-direct-end,3
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,3
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,3
direct-direct-brandedpaid-end,3
direct-email-end,3
direct-organicsearch-end,3
direct-nonbrandpaid-direct-end,3
yelp-brandedpaid-end,3
organicsearch-organicsearch-direct-direct-end,3
organicsearch-organicsearch-organicsearch-direct-end,3
organicsearch-brandedpaid-brandedpaid-end,3
brandedpaid-direct-brandedpaid-end,3
brandedpaid-organicsearch-organicsearch-end,3
brandedpaid-organicsearch-brandedpaid-end,3
brandedpaid-nonbrandpaid-end,3
nonbrandpaid-referral-end,3
nonbrandpaid-organicsearch-direct-end,3
nonbrandpaid-nonbrandpaid-direct-end,3
organicsearch-direct-organicsearch-end,2
organicsearch-direct-direct-direct-end,2
organicsearch-referral-end,2
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,2
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,2
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,2
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,2
direct-direct-direct-organicsearch-end,2
direct-direct-organicsearch-brandedpaid-end,2
direct-referral-direct-end,2
direct-brandedpaid-brandedpaid-end,2
yelp-yelp-direct-end,2
yelp-organicsearch-direct-end,2
referral-referral-end,2
referral-brandedpaid-end,2
organicsearch-direct-direct-direct-direct-end,2
organicsearch-direct-organicsearch-organicsearch-end,2
organicsearch-direct-brandedpaid-end,2
organicsearch-organicsearch-organicsearch-organicsearch-end,2
organicsearch-organicsearch-organicsearch-organicsearch-direct-end,2
organicsearch-organicsearch-brandedpaid-end,2
organicsearch-brandedpaid-organicsearch-end,2
social-direct-end,2
organicsearch-organicsearch-direct-end,2
brandedpaid-direct-direct-direct-direct-end,2
brandedpaid-email-direct-end,2
brandedpaid-referral-end,2
brandedpaid-organicsearch-end,2
brandedpaid-organicsearch-direct-end,2
brandedpaid-brandedpaid-direct-direct-direct-end,2
brandedpaid-brandedpaid-referral-organicsearch-end,2
brandedpaid-brandedpaid-organicsearch-end,2
nonbrandpaid-direct-organicsearch-end,2
nonbrandpaid-organicsearch-end,2
nonbrandpaid-organicsearch-end,2
nonbrandpaid-nonbrandpaid-nonbrandpaid-end,2
organicsearch-direct-organicsearch-direct-end,1
organicsearch-direct-direct-direct-direct-end,1
organicsearch-direct-direct-organicsearch-direct-direct-direct-direct-direct-end,1
organicsearch-direct-direct-organicsearch-direct-direct-direct-end,1
organicsearch-direct-email-end,1
organicsearch-direct-organicsearch-end,1
organicsearch-direct-organicsearch-organicsearch-end,1
organicsearch-direct-organicsearch-end,1
organicsearch-direct-brandedpaid-direct-direct-end,1
organicsearch-referral-organicsearch-organicsearch-end,1
organicsearch-referral-organicsearch-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
organicsearch-organicsearch-direct-end,1
organicsearch-organicsearch-organicsearch-end,1
organicsearch-organicsearch-brandedpaid-end,1
organicsearch-organicsearch-organicsearch-end,1
organicsearch-brandedpaid-end,1
organicsearch-brandedpaid-brandedpaid-end,1
organicsearch-nonbrandpaid-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-referral-direct-direct-end,1
direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-referral-direct-direct-direct-referral-end,1
direct-direct-direct-direct-direct-direct-direct-referral-direct-direct-direct-referral-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-direct-referral-direct-direct-direct-referral-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-referral-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-referral-direct-direct-direct-referral-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-direct-referral-direct-direct-direct-referral-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-referral-direct-direct-direct-referral-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
direct-direct-direct-direct-brandedpaid-end,1
direct-direct-direct-email-direct-end,1
direct-direct-email-end,1
direct-direct-referral-end,1
direct-direct-referral-referral-direct-organicsearch-direct-direct-end,1
direct-direct-organicsearch-end,1
direct-direct-organicsearch-direct-end,1
direct-direct-organicsearch-direct-direct-direct-end,1
direct-direct-organicsearch-organicsearch-end,1
direct-direct-social-end,1
direct-direct-brandedpaid-organicsearch-direct-end,1
direct-yelp-direct-end,1
direct-yelp-direct-organicsearch-organicsearch-organicsearch-organicsearch-organicsearch-organicsearch-direct-direct-end,1
direct-other-direct-end,1
direct-other-other-direct-end,1
direct-referral-organicsearch-end,1
direct-organicsearch-organicsearch-end,1
direct-organicsearch-direct-end,1
direct-organicsearch-direct-direct-end,1
direct-organicsearch-direct-direct-end,1
direct-organicsearch-direct-direct-direct-social-direct-end,1
direct-organicsearch-direct-referral-direct-end,1
direct-organicsearch-organicsearch-end,1
direct-organicsearch-organicsearch-direct-end,1
direct-social-end,1
direct-brandedpaid-direct-direct-direct-direct-direct-end,1
direct-brandedpaid-direct-direct-brandedpaid-end,1
direct-brandedpaid-referral-yelp-end,1
direct-brandedpaid-organicsearch-end,1
direct-brandedpaid-brandedpaid-direct-end,1
email-email-direct-end,1
email-organicsearch-end,1
Angies-direct-end,1
Angies-direct-direct-direct-direct-direct-end,1
yelp-organicsearch-direct-end,1
yelp-organicsearch-organicsearch-end,1
yelp-direct-direct-direct-end,1
yelp-direct-direct-direct-direct-direct-end,1
yelp-direct-direct-organicsearch-end,1
yelp-direct-yelp-direct-end,1
yelp-direct-organicsearch-direct-end,1
yelp-direct-organicsearch-direct-direct-end,1
yelp-yelp-end,1
yelp-yelp-direct-yelp-organicsearch-direct-end,1
yelp-yelp-yelp-direct-end,1
yelp-yelp-yelp-organicsearch-end,1
yelp-yelp-brandedpaid-end,1
yelp-organicsearch-direct-organicsearch-direct-end,1
yelp-organicsearch-organicsearch-end,1
yelp-organicsearch-organicsearch-organicsearch-direct-end,1
yelp-social-yelp-referral-organicsearch-direct-end,1
yelp-brandedpaid-direct-end,1
yelp-nonbrandpaid-end,1
yelp-nonbrandpaid-organicsearch-end,1
other-direct-end,1
other-direct-direct-direct-end,1
other-organicsearch-end,1
referral-direct-organicsearch-end,1
referral-direct-referral-end,1
referral-direct-organicsearch-end,1
referral-organicsearch-end,1
referral-organicsearch-organicsearch-end,1
referral-organicsearch-nonbrandpaid-direct-end,1
referral-brandedpaid-direct-end,1
organicsearch-direct-direct-direct-direct-direct-end,1
organicsearch-direct-direct-direct-direct-direct-direct-end,1
organicsearch-direct-direct-direct-direct-direct-direct-direct-direct-direct-brandedpaid-end,1
organicsearch-direct-direct-direct-direct-direct-organicsearch-end,1
organicsearch-direct-direct-email-end,1
organicsearch-direct-direct-organicsearch-end,1
organicsearch-direct-direct-organicsearch-direct-end,1
organicsearch-direct-direct-brandedpaid-end,1
organicsearch-direct-organicsearch-direct-end,1
organicsearch-direct-organicsearch-organicsearch-organicsearch-end,1
organicsearch-direct-brandedpaid-direct-direct-end,1
organicsearch-email-end,1
organicsearch-yelp-organicsearch-direct-end,1
organicsearch-yelp-brandedpaid-end,1
organicsearch-other-end,1
organicsearch-referral-end,1
organicsearch-referral-direct-end,1
organicsearch-referral-direct-direct-end,1
organicsearch-referral-organicsearch-end,1
organicsearch-referral-organicsearch-end,1
organicsearch-referral-brandedpaid-end,1
organicsearch-organicsearch-organicsearch-end,1
organicsearch-organicsearch-organicsearch-direct-end,1
organicsearch-organicsearch-direct-organicsearch-referral-end,1
organicsearch-organicsearch-email-direct-organicsearch-nonbrandpaid-organicsearch-direct-end,1
organicsearch-organicsearch-yelp-direct-direct-end,1
organicsearch-organicsearch-yelp-organicsearch-end,1
organicsearch-organicsearch-referral-end,1
organicsearch-organicsearch-organicsearch-direct-direct-end,1
organicsearch-organicsearch-organicsearch-direct-direct-organicsearch-direct-end,1
organicsearch-organicsearch-organicsearch-organicsearch-organicsearch-direct-direct-end,1
organicsearch-organicsearch-brandedpaid-direct-end,1
organicsearch-brandedpaid-direct-direct-end,1
organicsearch-brandedpaid-direct-direct-organicsearch-end,1
organicsearch-brandedpaid-direct-brandedpaid-organicsearch-organicsearch-nonbrandpaid-brandedpaid-end,1
organicsearch-brandedpaid-yelp-end,1
organicsearch-brandedpaid-organicsearch-direct-end,1
organicsearch-brandedpaid-organicsearch-direct-direct-end,1
organicsearch-brandedpaid-organicsearch-organicsearch-end,1
organicsearch-brandedpaid-organicsearch-brandedpaid-end,1
organicsearch-nonbrandpaid-organicsearch-end,1
social-end,1
organicsearch-organicsearch-end,1
organicsearch-direct-direct-organicsearch-referral-end,1
organicsearch-direct-direct-brandedpaid-direct-end,1
organicsearch-direct-organicsearch-end,1
organicsearch-organicsearch-end,1
organicsearch-organicsearch-direct-end,1
organicsearch-organicsearch-end,1
brandedpaid-direct-direct-brandedpaid-end,1
brandedpaid-direct-email-end,1
brandedpaid-direct-organicsearch-organicsearch-direct-direct-direct-organicsearch-end,1
brandedpaid-direct-organicsearch-referral-end,1
brandedpaid-direct-nonbrandpaid-end,1
brandedpaid-yelp-end,1
brandedpaid-yelp-direct-direct-end,1
brandedpaid-other-direct-direct-direct-direct-end,1
brandedpaid-other-referral-other-organicsearch-other-referral-end,1
brandedpaid-other-brandedpaid-referral-nonbrandpaid-direct-end,1
brandedpaid-referral-direct-direct-direct-end,1
brandedpaid-referral-direct-direct-organicsearch-direct-direct-direct-end,1
brandedpaid-referral-referral-direct-end,1
brandedpaid-referral-organicsearch-end,1
brandedpaid-referral-brandedpaid-end,1
brandedpaid-referral-brandedpaid-organicsearch-end,1
brandedpaid-organicsearch-organicsearch-end,1
brandedpaid-organicsearch-organicsearch-organicsearch-end,1
brandedpaid-organicsearch-direct-direct-end,1
brandedpaid-organicsearch-direct-direct-end,1
brandedpaid-organicsearch-direct-organicsearch-end,1
brandedpaid-organicsearch-direct-brandedpaid-end,1
brandedpaid-organicsearch-direct-brandedpaid-organicsearch-end,1
brandedpaid-organicsearch-organicsearch-direct-organicsearch-end,1
brandedpaid-organicsearch-organicsearch-organicsearch-organicsearch-end,1
brandedpaid-organicsearch-brandedpaid-organicsearch-end,1
brandedpaid-social-direct-direct-end,1
brandedpaid-brandedpaid-direct-direct-end,1
brandedpaid-brandedpaid-direct-organicsearch-end,1
brandedpaid-brandedpaid-organicsearch-direct-end,1
brandedpaid-brandedpaid-organicsearch-brandedpaid-end,1
brandedpaid-brandedpaid-organicsearch-brandedpaid-referral-end,1
brandedpaid-brandedpaid-brandedpaid-organicsearch-end,1
brandedpaid-brandedpaid-brandedpaid-direct-end,1
brandedpaid-brandedpaid-brandedpaid-direct-direct-end,1
brandedpaid-brandedpaid-brandedpaid-direct-brandedpaid-end,1
brandedpaid-brandedpaid-brandedpaid-referral-referral-end,1
brandedpaid-brandedpaid-brandedpaid-brandedpaid-end,1
brandedpaid-nonbrandpaid-direct-end,1
brandedpaid-nonbrandpaid-brandedpaid-end,1
brandedpaid-nonbrandpaid-nonbrandpaid-organicsearch-direct-end,1
nonbrandpaid-direct-organicsearch-nonbrandpaid-nonbrandpaid-direct-organicsearch-organicsearch-yelp-organicsearch-direct-end,1
nonbrandpaid-direct-direct-direct-direct-direct-direct-end,1
nonbrandpaid-direct-direct-direct-direct-direct-direct-direct-end,1
nonbrandpaid-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
nonbrandpaid-direct-direct-direct-direct-direct-direct-direct-direct-direct-direct-end,1
nonbrandpaid-direct-direct-direct-organicsearch-end,1
nonbrandpaid-direct-direct-direct-nonbrandpaid-yelp-direct-end,1
nonbrandpaid-direct-direct-referral-end,1
nonbrandpaid-direct-organicsearch-brandedpaid-brandedpaid-brandedpaid-direct-end,1
nonbrandpaid-direct-brandedpaid-direct-end,1
nonbrandpaid-yelp-end,1
nonbrandpaid-yelp-yelp-end,1
nonbrandpaid-yelp-organicsearch-end,1
nonbrandpaid-other-direct-end,1
nonbrandpaid-referral-referral-end,1
nonbrandpaid-referral-organicsearch-end,1
nonbrandpaid-organicsearch-nonbrandpaid-nonbrandpaid-organicsearch-direct-end,1
nonbrandpaid-organicsearch-nonbrandpaid-nonbrandpaid-organicsearch-direct-brandedpaid-direct-nonbrandpaid-end,1
nonbrandpaid-organicsearch-referral-end,1
nonbrandpaid-organicsearch-referral-brandedpaid-end,1
nonbrandpaid-organicsearch-organicsearch-end,1
nonbrandpaid-organicsearch-organicsearch-organicsearch-organicsearch-organicsearch-end,1
nonbrandpaid-organicsearch-nonbrandpaid-end,1
nonbrandpaid-organicsearch-nonbrandpaid-direct-direct-end,1
nonbrandpaid-organicsearch-nonbrandpaid-organicsearch-organicsearch-end,1
nonbrandpaid-brandedpaid-direct-brandedpaid-organicsearch-end,1
nonbrandpaid-brandedpaid-organicsearch-end,1
nonbrandpaid-brandedpaid-brandedpaid-end,1
nonbrandpaid-brandedpaid-nonbrandpaid-brandedpaid-end,1
nonbrandpaid-brandedpaid-nonbrandpaid-nonbrandpaid-direct-end,1
nonbrandpaid-nonbrandpaid-direct-nonbrandpaid-direct-direct-direct-direct-end,1
nonbrandpaid-nonbrandpaid-organicsearch-direct-organicsearch-end,1
nonbrandpaid-nonbrandpaid-brandedpaid-direct-end,1
nonbrandpaid-nonbrandpaid-nonbrandpaid-direct-direct-end,1
nonbrandpaid-nonbrandpaid-nonbrandpaid-brandedpaid-direct-end,1

